"","TargetID","DrugID","Highest_status","MOA","Gene_name"
"26422","T15776","D0Y0RG","Patented","Inhibitor","PDK1"
"26423","T13629","D01OQQ","Patented","Inhibitor","PDCD1-CD274"
"26424","T13629","D02UJS","Patented","Inhibitor","PDCD1-CD274"
"26425","T83193","D03FSF","Patented","Antagonist","TRPV1"
"26426","T13629","D03HAA","Patented","Inhibitor","PDCD1-CD274"
"26427","T13629","D05COE","Patented","Inhibitor","PDCD1-CD274"
"26428","T11388","D05OIU","Patented","Inhibitor","CTSK"
"26429","T41141","D05OIU","Patented","Inhibitor","CTSL"
"26430","T61746","D05OIU","Patented","Inhibitor","CTSB"
"26431","T68290","D05OIU","Patented","Inhibitor","CTSS"
"26432","T77236","D05OIU","Patented","Inhibitor","CTSF"
"26433","T13629","D06BSV","Patented","Inhibitor","PDCD1-CD274"
"26434","T83193","D07BZW","Patented","Antagonist","TRPV1"
"26435","T13629","D08JWY","Patented","Inhibitor","PDCD1-CD274"
"26436","T13629","D08RET","Patented","Inhibitor","PDCD1-CD274"
"26437","T59631","D08VDV","Patented","Inhibitor","PDCD1"
"26438","T83193","D08ZBB","Patented","Antagonist","TRPV1"
"26439","T83193","D09QXC","Patented","Antagonist","TRPV1"
"26440","T83193","D0B4NI","Patented","Antagonist","TRPV1"
"26441","T83193","D0CX4C","Patented","Antagonist","TRPV1"
"26442","T83193","D0DC4O","Patented","Antagonist","TRPV1"
"26443","T83193","D0DE5I","Patented","Antagonist","TRPV1"
"26444","T83193","D0EC3Z","Patented","Antagonist","TRPV1"
"26445","T13629","D0FJ1N","Patented","Inhibitor","PDCD1-CD274"
"26446","T13629","D0FK4P","Patented","Inhibitor","PDCD1-CD274"
"26447","T83193","D0H4TR","Patented","Antagonist","TRPV1"
"26448","T83193","D0H6CX","Patented","Antagonist","TRPV1"
"26449","T13629","D0HC9K","Patented","Inhibitor","PDCD1-CD274"
"26450","T59631","D0K7NC","Patented","Inhibitor","PDCD1"
"26451","T83193","D0OC6A","Patented","Antagonist","TRPV1"
"26452","T15776","D0Q8JK","Patented","Inhibitor","PDK1"
"26453","T83193","D0QP4N","Patented","Antagonist","TRPV1"
"26454","T83193","D0UE9K","Patented","Antagonist","TRPV1"
"26455","T13629","D0W0MT","Patented","Inhibitor","PDCD1-CD274"
"26456","T13629","D0W1RQ","Patented","Inhibitor","PDCD1-CD274"
"26457","T15776","D0Z3HW","Patented","Inhibitor","PDK1"
"26458","T07173","D0M8VS","Patented","Inhibitor","NTRK1"
"26459","T83193","D0KF3A","Patented","Antagonist","TRPV1"
"26460","T97035","D0LC2G","Patented","Inhibitor","TYR"
"26461","T46526","D0DI6U","Patented","Antagonist","Bact FimH"
"26462","T83193","D0ZP2C","Patented","Antagonist","TRPV1"
"26463","T15776","D07FMW","Patented","Inhibitor","PDK1"
"26464","T15776","D0IO2X","Patented","Inhibitor","PDK1"
"26465","T07173","D0PY0G","Patented","Antagonist","NTRK1"
"26466","T07173","D05AQT","Patented","Inhibitor","NTRK1"
"26467","T76685","D0R9PD","Patented","Antagonist","CNR1"
"26468","T37693","D07IHT","Patented",".","CNR2"
"26469","T83193","D0GZ4G","Patented","Antagonist","TRPV1"
"26470","T51076","D0Y1NH","Patented","Inhibitor","NTRK3"
"26471","T83193","D0ZS3E","Patented","Antagonist","TRPV1"
"26472","T83193","D0Y1SI","Patented","Antagonist","TRPV1"
"26473","T46526","D09SLI","Patented","Antagonist","Bact FimH"
"26474","T97035","D0KU5J","Patented","Inhibitor","TYR"
"26475","T46526","D0KX1A","Patented","Antagonist","Bact FimH"
"26476","T83193","D0M4WY","Patented","Antagonist","TRPV1"
"26477","T83193","D0V3PI","Patented","Antagonist","TRPV1"
"26478","T83193","D0N2UQ","Patented","Antagonist","TRPV1"
"26479","T07173","D0O8SX","Patented","Inhibitor","NTRK1"
"26480","T97035","D0E6LU","Patented","Inhibitor","TYR"
"26481","T15776","D00LMA","Patented","Inhibitor","PDK1"
"26482","T15776","D00ZXR","Patented","Inhibitor","PDK1"
"26483","T15776","D03WFI","Patented","Inhibitor","PDK1"
"26484","T83193","D05SMP","Patented","Antagonist","TRPV1"
"26485","T83193","D07FWF","Patented","Antagonist","TRPV1"
"26486","T15776","D08SNT","Patented","Inhibitor","PDK1"
"26487","T83193","D08YAL","Patented","Antagonist","TRPV1"
"26488","T83193","D0C5NT","Patented","Antagonist","TRPV1"
"26489","T07173","D0DN3Q","Patented","Inhibitor","NTRK1"
"26490","T83193","D0E0SA","Patented","Antagonist","TRPV1"
"26491","T15776","D0GH9W","Patented","Inhibitor","PDK1"
"26492","T15776","D0H7SO","Patented","Inhibitor","PDK1"
"26493","T15776","D0JR0F","Patented","Inhibitor","PDK1"
"26494","T15776","D0K8XT","Patented","Inhibitor","PDK1"
"26495","T15776","D0MG4D","Patented","Inhibitor","PDK1"
"26496","T15776","D0MW7L","Patented","Inhibitor","PDK1"
"26497","T83193","D0NB5M","Patented","Antagonist","TRPV1"
"26498","T15776","D0TB2H","Patented","Inhibitor","PDK1"
"26499","T15776","D0WT9J","Patented","Inhibitor","PDK1"
"26500","T83193","D0K3KE","Patented","Antagonist","TRPV1"
"26501","T07173","D0S0II","Patented","Inhibitor","NTRK1"
"26502","T83193","D0W4AA","Patented","Antagonist","TRPV1"
"26503","T07173","D0YN0I","Patented","Inhibitor","NTRK1"
"26504","T83193","D0YU9B","Patented","Antagonist","TRPV1"
"26505","T83193","D05SWL","Patented","Antagonist","TRPV1"
"26506","T92609","D0SG8X","Patented",".","ADRA1A"
"26507","T83193","D0AQ3U","Patented","Antagonist","TRPV1"
"26508","T83193","D04TIU","Patented","Antagonist","TRPV1"
"26509","T13629","D02XVC","Patented","Inhibitor","PDCD1-CD274"
"26510","T83193","D05RBF","Patented","Antagonist","TRPV1"
"26511","T83193","D0IR7H","Patented","Antagonist","TRPV1"
"26512","T83193","D01RUK","Patented","Antagonist","TRPV1"
"26513","T67162","D09BCJ","Patented","Ligand","DRD2"
"26514","T83193","D0F4DI","Patented","Antagonist","TRPV1"
"26515","T64765","D0AX9N","Patented",".","HRH3"
"26516","T62841","D0CM5P","Patented","Antagonist","F2RL1"
"26517","T15776","D0P0WF","Patented","Inhibitor","PDK1"
"26518","T15776","D0SB4A","Patented","Inhibitor","PDK1"
"26519","T46526","D06SWT","Patented","Antagonist","Bact FimH"
"26520","T83193","D0F3HP","Patented","Antagonist","TRPV1"
"26521","T20761","D0M9KZ","Patented","Inhibitor","VEGFA"
"26522","T83193","D0NV2M","Patented","Antagonist","TRPV1"
"26523","T13629","D0R7CP","Patented","Inhibitor","PDCD1-CD274"
"26524","T46526","D09BGB","Patented","Antagonist","Bact FimH"
"26525","T46526","D0DH0Y","Patented","Antagonist","Bact FimH"
"26526","T15776","D0I1YQ","Patented","Inhibitor","PDK1"
"26527","T15776","D0RY6M","Patented","Inhibitor","PDK1"
"26528","T83193","D01DNH","Patented","Antagonist","TRPV1"
"26529","T83193","D01LGQ","Patented","Antagonist","TRPV1"
"26530","T83193","D0N9FJ","Patented","Antagonist","TRPV1"
"26531","T83193","D0IK1S","Patented","Antagonist","TRPV1"
"26532","T83193","D0IP5E","Patented","Antagonist","TRPV1"
"26533","T69685","D0W7FS","Patented","Inhibitor","SLC6A9"
"26534","T07173","D0VD5J","Patented","Inhibitor","NTRK1"
"26535","T07173","D0Y0XJ","Patented","Inhibitor","NTRK1"
"26536","T07173","D0MZ7K","Patented","Inhibitor","NTRK1"
"26537","T07173","D0U5XI","Patented","Inhibitor","NTRK1"
"26538","T46526","D07POS","Patented","Antagonist","Bact FimH"
"26539","T83193","D0A3XC","Patented","Antagonist","TRPV1"
"26540","T46526","D0GR3C","Patented","Antagonist","Bact FimH"
"26541","T46526","D0D6OM","Patented","Antagonist","Bact FimH"
"26542","T67162","D0E7FT","Patented","Ligand","DRD2"
"26543","T83193","D0N0TF","Patented","Antagonist","TRPV1"
"26544","T46526","D0CR8J","Patented","Antagonist","Bact FimH"
"26545","T46526","D0SD4Q","Patented","Antagonist","Bact FimH"
"26546","T15776","D0YD1Q","Patented","Inhibitor","PDK1"
"26547","T83193","D0A0YI","Patented","Antagonist","TRPV1"
"26548","T83193","D0G6IQ","Patented","Antagonist","TRPV1"
"26549","T79062","D0F4NB","Patented","Ligand","HTR7"
"26550","T37693","D0FA2L","Patented",".","CNR2"
"26551","T83193","D0MY3K","Patented","Antagonist","TRPV1"
"26552","T13629","D00CRQ","Patented","Inhibitor","PDCD1-CD274"
"26553","T83193","D01HED","Patented","Antagonist","TRPV1"
"26554","T99948","D0WQ9X","Patented","Inhibitor","CD274"
"26555","T62841","D08ZEM","Patented","Antagonist","F2RL1"
"26556","T05880","D08VTV","Patented","Inhibitor","APH1A-APH1B"
"26557","T07173","D0RK6W","Patented","Inhibitor","NTRK1"
"26558","T83193","D0EV3G","Patented","Antagonist","TRPV1"
"26559","T83193","D0C9FN","Patented","Antagonist","TRPV1"
"26560","T37693","D07BFP","Patented",".","CNR2"
"26561","T76685","D07BFP","Patented",".","CNR1"
"26562","T62841","D0EC3H","Patented","Antagonist","F2RL1"
"26563","T83193","D0U5CQ","Patented","Antagonist","TRPV1"
"26564","T83193","D0Z4QQ","Patented","Antagonist","TRPV1"
"26565","T46526","D0TY1Q","Patented","Antagonist","Bact FimH"
"26566","T83193","D0R9RP","Patented","Antagonist","TRPV1"
"26567","T97035","D0EQ3V","Patented","Inhibitor","TYR"
"26568","T83193","D0O0UG","Patented","Antagonist","TRPV1"
"26569","T83193","D0O7IQ","Patented","Antagonist","TRPV1"
"26570","T83193","D0PT0U","Patented","Antagonist","TRPV1"
"26571","T07173","D0X1LP","Patented","Inhibitor","NTRK1"
"26572","T07173","D0X4LA","Patented","Inhibitor","NTRK1"
"26573","T83193","D02OAH","Patented","Antagonist","TRPV1"
"26574","T07173","D0CG8N","Patented","Inhibitor","NTRK1"
"26575","T67162","D0F4NB","Patented","Ligand","DRD2"
"26576","T07173","D02IBX","Patented","Inhibitor","NTRK1"
"26577","T76685","D01HJQ","Patented","Antagonist","CNR1"
"26578","T76685","D02OBW","Patented","Antagonist","CNR1"
"26579","T97035","D09VRO","Patented","Inhibitor","TYR"
"26580","T76685","D0C0KI","Patented","Antagonist","CNR1"
"26581","T76685","D0IC3K","Patented","Antagonist","CNR1"
"26582","T76685","D0J8GO","Patented","Antagonist","CNR1"
"26583","T76685","D0K0DV","Patented","Antagonist","CNR1"
"26584","T76685","D0LX2Y","Patented","Antagonist","CNR1"
"26585","T76685","D0QH5I","Patented","Antagonist","CNR1"
"26586","T76685","D0T8VE","Patented","Antagonist","CNR1"
"26587","T76685","D0U3VU","Patented","Antagonist","CNR1"
"26588","T76685","D0VL5E","Patented","Antagonist","CNR1"
"26589","T46526","D07RQA","Patented","Antagonist","Bact FimH"
"26590","T83193","D0A8LU","Patented","Antagonist","TRPV1"
"26591","T37693","D0D1TS","Patented",".","CNR2"
"26592","T13629","D0DP8E","Patented","Inhibitor","PDCD1-CD274"
"26593","T13629","D0EI4B","Patented","Inhibitor","PDCD1-CD274"
"26594","T13629","D0F4IF","Patented","Inhibitor","PDCD1-CD274"
"26595","T83193","D0G3UV","Patented","Antagonist","TRPV1"
"26596","T13629","D0H0CH","Patented","Inhibitor","PDCD1-CD274"
"26597","T13629","D0J4LV","Patented","Inhibitor","PDCD1-CD274"
"26598","T83193","D0ON4M","Patented","Antagonist","TRPV1"
"26599","T83193","D0SD4G","Patented","Antagonist","TRPV1"
"26600","T37693","D0TC7X","Patented",".","CNR2"
"26601","T13629","D0TJ4D","Patented","Inhibitor","PDCD1-CD274"
"26602","T37693","D0ZM1H","Patented",".","CNR2"
"26603","T83193","D0ZQ2W","Patented","Antagonist","TRPV1"
"26604","T97035","D0UT9H","Patented","Inhibitor","TYR"
"26605","T64765","D0ZC7W","Patented","Inhibitor","HRH3"
"26606","T13629","D06VTI","Patented","Inhibitor","PDCD1-CD274"
"26607","T83193","D07JNJ","Patented","Antagonist","TRPV1"
"26608","T32060","D0F4NB","Patented","Ligand","HTR2A"
"26609","T64765","D0D8LP","Patented","Inhibitor","HRH3"
"26610","T62841","D0P2BJ","Patented","Antagonist","F2RL1"
"26611","T97035","D01EVP","Patented","Inhibitor","TYR"
"26612","T83193","D0R8GA","Patented","Antagonist","TRPV1"
"26613","T76685","D0TT0B","Patented","Antagonist","CNR1"
"26614","T46526","D03CTH","Patented","Antagonist","Bact FimH"
"26615","T46526","D05JAS","Patented","Antagonist","Bact FimH"
"26616","T46526","D0FT4P","Patented","Antagonist","Bact FimH"
"26617","T46526","D0L3JL","Patented","Antagonist","Bact FimH"
"26618","T13629","D07ZQS","Patented","Inhibitor","PDCD1-CD274"
"26619","T83193","D0I3ZW","Patented","Antagonist","TRPV1"
"26620","T83193","D0YR4E","Patented","Antagonist","TRPV1"
"26621","T83193","D0B0WJ","Patented","Antagonist","TRPV1"
"26622","T76685","D02NNZ","Patented","Antagonist","CNR1"
"26623","T64765","D02SKQ","Patented",".","HRH3"
"26624","T83193","D0JC8L","Patented","Antagonist","TRPV1"
"26625","T07173","D0UQ2G","Patented","Inhibitor","NTRK1"
"26626","T83193","D00ODY","Patented","Antagonist","TRPV1"
"26627","T46526","D0R6FO","Patented","Antagonist","Bact FimH"
"26628","T46526","D0T6NX","Patented","Antagonist","Bact FimH"
"26629","T46526","D0Y0SI","Patented","Antagonist","Bact FimH"
"26630","T07173","D00XXZ","Patented","Inhibitor","NTRK1"
"26631","T51076","D0AG2A","Patented","Inhibitor","NTRK3"
"26632","T13629","D0D3RS","Patented","Inhibitor","PDCD1-CD274"
"26633","T83193","D0LA0Q","Patented","Antagonist","TRPV1"
"26634","T83193","D0U5ON","Patented","Antagonist","TRPV1"
"26635","T76685","D06FOF","Patented","Antagonist","CNR1"
"26636","T97035","D0L1SV","Patented","Inhibitor","TYR"
"26637","T83193","D00YXA","Patented","Antagonist","TRPV1"
"26638","T97035","D03PYA","Patented","Inhibitor","TYR"
"26639","T83193","D0C8ZZ","Patented","Antagonist","TRPV1"
"26640","T83193","D0ZE1M","Patented","Antagonist","TRPV1"
"26641","T64765","D04DUF","Patented","Inhibitor","HRH3"
"26642","T13629","D0I6RC","Patented","Inhibitor","PDCD1-CD274"
"26643","T76685","D0JW7T","Patented","Antagonist","CNR1"
"26644","T97035","D06YKN","Patented","Inhibitor","TYR"
"26645","T62841","D04GIJ","Patented","Antagonist","F2RL1"
"26646","T62841","D04YKO","Patented","Antagonist","F2RL1"
"26647","T62841","D0H1JS","Patented","Antagonist","F2RL1"
"26648","T62841","D0S6SJ","Patented","Antagonist","F2RL1"
"26649","T46526","D07HOP","Patented","Antagonist","Bact FimH"
"26650","T51076","D0AU4G","Patented","Inhibitor","NTRK3"
"26651","T83193","D0C1MZ","Patented","Antagonist","TRPV1"
"26652","T83193","D0HS1D","Patented","Antagonist","TRPV1"
"26653","T83193","D0JK2N","Patented","Antagonist","TRPV1"
"26654","T78709","D0SG8X","Patented",".","HTR1A"
"26655","T07173","D02OLJ","Patented","Inhibitor","NTRK1"
"26656","T97035","D0F3HA","Patented","Inhibitor","TYR"
"26657","T97035","D0J2HH","Patented","Inhibitor","TYR"
"26658","T07173","D08CZY","Patented","Inhibitor","NTRK1"
"26659","T07173","D0DQ5G","Patented","Inhibitor","NTRK1"
"26660","T37693","D02TOI","Patented",".","CNR2"
"26661","T13629","D0QF4W","Patented","Inhibitor","PDCD1-CD274"
"26662","T46526","D03ITZ","Patented","Antagonist","Bact FimH"
"26663","T46526","D09ZCA","Patented","Antagonist","Bact FimH"
"26664","T46526","D0G9KS","Patented","Antagonist","Bact FimH"
"26665","T46526","D0NB5P","Patented","Antagonist","Bact FimH"
"26666","T46526","D0VG0F","Patented","Antagonist","Bact FimH"
"26667","T83193","D02QJE","Patented","Antagonist","TRPV1"
"26668","T05880","D09UJB","Patented","Inhibitor","APH1A-APH1B"
"26669","T83193","D0F4YX","Patented","Antagonist","TRPV1"
"26670","T83193","D0KB2Z","Patented","Antagonist","TRPV1"
"26671","T13629","D0NI2B","Patented","Inhibitor","PDCD1-CD274"
"26672","T83193","D0NM3D","Patented","Antagonist","TRPV1"
"26673","T83193","D0OA1P","Patented","Antagonist","TRPV1"
"26674","T83193","D0P0MR","Patented","Antagonist","TRPV1"
"26675","T83193","D0XX8R","Patented","Antagonist","TRPV1"
"26676","T83193","D0ZM8H","Patented","Antagonist","TRPV1"
"26677","T83193","D0O6VU","Patented","Antagonist","TRPV1"
"26678","T76685","D0CX1F","Patented","Antagonist","CNR1"
"26679","T92609","D0EO8F","Patented","Antagonist","ADRA1A"
"26680","T41141","D0ZN3M","Patented","Inhibitor","CTSL"
"26681","T76685","D07PIH","Patented","Antagonist","CNR1"
"26682","T83193","D0HE7X","Patented","Antagonist","TRPV1"
"26683","T61746","D0WO4T","Patented","Inhibitor","CTSB"
"26684","T76685","D0FR1Q","Patented","Antagonist","CNR1"
"26685","T76685","D0WK8I","Patented","Antagonist","CNR1"
"26686","T46526","D03WJB","Patented","Antagonist","Bact FimH"
"26687","T97035","D0RC7R","Patented","Inhibitor","TYR"
"26688","T13629","D03BCV","Patented","Inhibitor","PDCD1-CD274"
"26689","T84703","D0AU4G","Patented","Inhibitor","NTRK2"
"26690","T83193","D0J9CS","Patented","Antagonist","TRPV1"
"26691","T83193","D0R2QV","Patented","Antagonist","TRPV1"
"26692","T07173","D0T3TZ","Patented","Inhibitor","NTRK1"
"26693","T63512","D07UNH","Patented","Inhibitor","ENPP2"
"26694","T13629","D0B2VS","Patented","Inhibitor","PDCD1-CD274"
"26695","T13629","D0R7JW","Patented","Inhibitor","PDCD1-CD274"
"26696","T76685","D02TOI","Patented",".","CNR1"
"26697","T13629","D01MSP","Patented","Inhibitor","PDCD1-CD274"
"26698","T83193","D08ICT","Patented","Antagonist","TRPV1"
"26699","T83193","D0D4NX","Patented","Antagonist","TRPV1"
"26700","T15776","D00MLJ","Patented","Inhibitor","PDK1"
"26701","T46526","D03RXE","Patented","Antagonist","Bact FimH"
"26702","T46526","D05WWX","Patented","Antagonist","Bact FimH"
"26703","T97035","D06WGO","Patented","Inhibitor","TYR"
"26704","T76685","D0HD6C","Patented","Antagonist","CNR1"
"26705","T46526","D0N4TO","Patented","Antagonist","Bact FimH"
"26706","T76685","D0SW2Q","Patented","Antagonist","CNR1"
"26707","T46526","D0UE3F","Patented","Antagonist","Bact FimH"
"26708","T46526","D0UG9S","Patented","Antagonist","Bact FimH"
"26709","T46526","D0VB4T","Patented","Antagonist","Bact FimH"
"26710","T83193","D03ZOZ","Patented","Antagonist","TRPV1"
"26711","T83193","D06VYF","Patented","Antagonist","TRPV1"
"26712","T97035","D02JVX","Patented","Inhibitor","TYR"
"26713","T07173","D00FJH","Patented","Inhibitor","NTRK1"
"26714","T63512","D02BGU","Patented","Inhibitor","ENPP2"
"26715","T07173","D0KC8X","Patented","Inhibitor","NTRK1"
"26716","T53381","D0SG8X","Patented",".","ADRA1D"
"26717","T07173","D0C3RK","Patented","Inhibitor","NTRK1"
"26718","T07173","D04GCC","Patented","Inhibitor","NTRK1"
"26719","T07173","D0H3ZG","Patented","Inhibitor","NTRK1"
"26720","T07173","D0RR8O","Patented","Inhibitor","NTRK1"
"26721","T97035","D0GW5H","Patented","Inhibitor","TYR"
"26722","T97035","D0PN6U","Patented","Inhibitor","TYR"
"26723","T13629","D03TWD","Patented","Inhibitor","PDCD1-CD274"
"26724","T13629","D0RK4V","Patented","Inhibitor","PDCD1-CD274"
"26725","T07173","D03BAY","Patented","Inhibitor","NTRK1"
"26726","T07173","D07VFQ","Patented","Inhibitor","NTRK1"
"26727","T83193","D04HCS","Patented","Antagonist","TRPV1"
"26728","T05880","D04NCC","Patented","Inhibitor","APH1A-APH1B"
"26729","T76685","D0S3RX","Patented","Antagonist","CNR1"
"26730","T97035","D09YKI","Patented","Inhibitor","TYR"
"26731","T13629","D0N5NV","Patented","Inhibitor","PDCD1-CD274"
"26732","T97035","D04ZZM","Patented","Inhibitor","TYR"
"26733","T76685","D00XFT","Patented","Antagonist","CNR1"
"26734","T76685","D03TDK","Patented","Antagonist","CNR1"
"26735","T15776","D05GMT","Patented","Inhibitor","PDK1"
"26736","T97035","D05NHA","Patented","Inhibitor","TYR"
"26737","T07173","D06GOT","Patented","Inhibitor","NTRK1"
"26738","T62841","D06XWQ","Patented","Antagonist","F2RL1"
"26739","T62841","D07HJT","Patented","Antagonist","F2RL1"
"26740","T62841","D07OVM","Patented","Antagonist","F2RL1"
"26741","T46526","D0A3PP","Patented","Antagonist","Bact FimH"
"26742","T62841","D0AK6L","Patented","Antagonist","F2RL1"
"26743","T61746","D0E2AF","Patented","Inhibitor","CTSB"
"26744","T46526","D0GM6O","Patented","Antagonist","Bact FimH"
"26745","T62841","D0JT0B","Patented","Antagonist","F2RL1"
"26746","T15776","D0MI3E","Patented","Inhibitor","PDK1"
"26747","T15776","D0P1VT","Patented","Inhibitor","PDK1"
"26748","T62841","D0P7UB","Patented","Antagonist","F2RL1"
"26749","T07173","D0P8SR","Patented","Inhibitor","NTRK1"
"26750","T46526","D0SU0E","Patented","Antagonist","Bact FimH"
"26751","T62841","D0VN2U","Patented","Antagonist","F2RL1"
"26752","T62841","D0WH1K","Patented","Antagonist","F2RL1"
"26753","T76685","D0Z7EV","Patented","Antagonist","CNR1"
"26754","T83193","D01PLJ","Patented","Antagonist","TRPV1"
"26755","T83193","D07EGF","Patented","Antagonist","TRPV1"
"26756","T78709","D09BCJ","Patented","Ligand","HTR1A"
"26757","T61746","D0A2NA","Patented","Inhibitor","CTSB"
"26758","T07173","D0AU4G","Patented","Inhibitor","NTRK1"
"26759","T83193","D0D2CF","Patented","Antagonist","TRPV1"
"26760","T83193","D0F5NQ","Patented","Antagonist","TRPV1"
"26761","T83193","D0JX4I","Patented","Antagonist","TRPV1"
"26762","T83193","D0O9GI","Patented","Antagonist","TRPV1"
"26763","T83193","D0P5SB","Patented","Antagonist","TRPV1"
"26764","T07173","D0QT8L","Patented","Inhibitor","NTRK1"
"26765","T83193","D0WX4W","Patented","Antagonist","TRPV1"
"26766","T83193","D0Y9ST","Patented","Antagonist","TRPV1"
"26767","T07173","D0ZE6H","Patented","Inhibitor","NTRK1"
"26768","T07173","D0DY5R","Patented","Inhibitor","NTRK1"
"26769","T97035","D01RTO","Patented","Inhibitor","TYR"
"26770","T97035","D0D2JW","Patented","Inhibitor","TYR"
"26771","T83193","D0IU1H","Patented","Antagonist","TRPV1"
"26772","T07173","D0I9FU","Patented","Inhibitor","NTRK1"
